;Summons Number;Plate ID;Registration State;Plate Type;Issue Date;Violation Code;Vehicle Body Type;Vehicle Make;Issuing Agency;Street Code1;Street Code2;Street Code3;Vehicle Expiration Date;Violation Location;Violation Precinct;Issuer Precinct;Issuer Code;Issuer Command;Issuer Squad;Violation Time;Time First Observed;Violation County;Violation In Front Of Or Opposite;Number;Street;Intersecting Street;Date First Observed;Law Section;Sub Division;Violation Legal Code;Days Parking In Effect    ;From Hours In Effect;To Hours In Effect;Vehicle Color;Unregistered Vehicle?;Vehicle Year;Meter Number;Feet From Curb;Violation Post Code;Violation Description;No Standing or Stopping Violation;Hydrant Violation;Double Parking Violation
7456672;1370488129;BHKD43;FL;PAS;04/22/2014;19;VAN;FORD;P;86630;38430;86530;0;71.0;71;71;925311;0071;0000;0547P;;K;F;280;UTICA AVE;;0.0;408.0;F1;;BBBBBBB;ALL;ALL;RED;0.0;0.0;-;0.0;;;;;
4310368;7776171669;2028130;IN;PAS;01/29/2014;69;DELV;FRUEH;T;10810;34470;34490;20140688;10.0;10;10;355450;T106;C;0715A;;NY;F;505;8th Ave;;0.0;408.0;h1;;Y;0700A;0700P;WHITE;;0.0;;0.0;04 -;69-Failure to Disp Muni Recpt;;;
2370973;7153595211;XX657F;NJ;PAS;10/18/2013;17;VAN;MITSU;T;18710;10210;10110;88880088;19.0;19;19;346357;T103;E;0126P;;NY;F;210;E 86th St;;0.0;408.0;c4;;Y;0800A;0800P;WHITE;;0.0;;0.0;61 -;17-No Stand (exc auth veh);;;
2970464;7707951815;GHP9550;NY;PAS;11/07/2013;16;4DSD;TOYOT;T;10010;0;0;20150630;17.0;17;17;330001;T503;B1;1018A;;NY;I;W;1st Ave;20ft N/of E 55th St;0.0;408.0;k2;;Y;0700A;0700P;GREY;;2012.0;;0.0;17 -;16A-No Std (Com Veh) Non-COM;;;
6743766;7138321144;GEP8424;NY;PAS;04/22/2014;14;SUBN;ME/BE;T;10210;18170;18190;88888888;19.0;19;19;346346;T503;E1;0407P;;NY;O;999;3rd Ave;;0.0;408.0;c;;Y;0400P;0700P;BLACK;;0.0;;0.0;CC1;14-No Standing;;;
431293;7936675309;30662MA;NY;COM;08/09/2013;38;VAN;FORD;T;10510;26040;33990;88888888;6.0;6;6;358584;T101;F;0215P;;NY;F;450;6th Ave;;0.0;408.0;h1;;Y;0830A;0700P;WHITE;;2010.0;;0.0;55 -;38-Failure to Display Muni Rec;;;
4556269;7713785504;GBP2526;NY;OMS;12/02/2013;37;4DSD;CHEVR;T;23070;51090;28265;20140930;103.0;103;103;357098;T402;H;1137A;1057A;Q;O;92-10;147th Pl;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2013.0;403-3020;0.0;10 -;37-Expired Muni Meter;;;
3358705;7998740322;W93AGT;NJ;PAS;11/20/2013;21;4DSD;TOYOT;T;37702;11010;13610;88888888;34.0;34;34;349850;T103;AA;1002A;;NY;F;500;W 213th St;;0.0;408.0;d1;;Y;0930A;1100P;GOLD;;0.0;;0.0;C -;21-No Parking (street clean);;;
5509836;7048152140;GKU6604;NY;PAS;02/21/2014;38;4DSD;NISSA;T;26790;28590;12810;20151218;5.0;5;5;356492;T101;F;0531P;;NY;F;42;Mott St;;0.0;408.0;h1;;Y;0730A;1200A;BL;;2014.0;;0.0;74 1;38-Failure to Display Muni Rec;;;
5133014;7311808182;EBC2508;NY;PAS;02/03/2014;38;SUBN;NISSA;T;30420;76950;26820;20150704;43.0;43;43;358172;T202;D;0144P;;BX;O;1201;Elder Ave;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2013.0;;0.0;03P;38-Failure to Display Muni Rec;;;
1105326;1355312620;53087JZ;NY;COM;09/05/2013;78;VAN;FRUEH;P;44450;47310;35780;20150731;101.0;101;101;945328;0101;0000;0135A;;Q;F;2856;FABER TER;;0.0;408.0;F1;;BBBBBBB;ALL;ALL;WH;0.0;2004.0;-;0.0;;;;;
5279673;7401480943;GDX6676;NY;PAS;02/10/2014;38;SUBN;CHRYS;T;70720;27300;29220;20150312;46.0;46;46;359285;T201;G;0543P;;BX;F;2462;Valentine Ave;;0.0;408.0;h1;;Y;0830A;0700P;BL;;2007.0;;0.0;28 -;38-Failure to Display Muni Rec;;;
6249650;7596847481;GHR3069;NY;PAS;03/18/2014;20;4DSD;HONDA;T;34110;10910;11010;20151016;10.0;10;10;345097;T108;H;0537P;;NY;F;444;W 17th St;;0.0;408.0;d;;YYYYY;0800A;0600P;WH;;1999.0;;0.0;03 8;20A-No Parking (Non-COM);;;
2884227;7154909493;BEU4090;NY;PAS;11/04/2013;71;4DSD;TOYOT;T;49090;29571;29569;20140522;101.0;101;101;353179;T402;M;1112A;;Q;O;24-12;Healy Ave;;0.0;408.0;j6;;YYYYYYY;;;BK;;1999.0;;0.0;R -;71A-Insp Sticker Expired (NYS);;;
3781277;7044109287;96425MB;NY;COM;01/09/2014;14;VAN;CHEVR;T;34310;11110;11115;88888888;10.0;10;10;355453;T102;A;0748A;;NY;O;605;W 27th St;;0.0;408.0;c;;YYYYYYY;;;WHITE;;2011.0;;0.0;G -;14-No Standing;;;
6759358;7213445042;GCU6645;NY;PAS;04/24/2014;38;SUBN;ME/BE;T;32480;0;0;20141130;61.0;61;61;357799;T302;E;0414P;;K;I;N;Desmond Ct;15ft W/of Coney Isla;0.0;408.0;h1;;Y;0900A;0700P;BK;;2013.0;;0.0;41 3;38-Failure to Display Muni Rec;;;
5641873;7922352438;CYM3349;NY;PAS;02/25/2014;37;SUBN;CADIL;T;73480;44430;28970;20140809;69.0;69;69;358651;T302;O;1216P;1035A;K;F;1464;Rockaway Pky;;0.0;408.0;h1;;YYYYY;1000A;0400P;GOLD;;2007.0;338-3059;0.0;28 3;37-Expired Muni Meter;;;
7821905;7099570110;U44BNP;NJ;PAS;05/10/2014;38;2DSD;ME/BE;T;59990;10240;10390;88888888;108.0;108;108;358602;T401;P;1046A;;Q;F;45-16;Queens Blvd;;0.0;408.0;h1;;Y;0800A;1000P;SILVE;;0.0;;0.0;38 4;38-Failure to Display Muni Rec;;;
55607;5069744320;EDJ8340;NY;PAS;07/24/2013;7;SUBN;TOYOT;V;0;0;0;0;;0;0;0;;;0406P;;;;;BORDEN AVE.(E/B)@GRE;ENPOINT AVE.-RT-2;0.0;1111.0;D;T;;;;BL;;2008.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
7797118;7858303442;63685JM;NY;COM;05/09/2014;42;DELV;GMC;T;34490;10410;10510;88888888;14.0;14;14;359587;T102;K;0107P;;NY;F;32;W 36th St;;0.0;408.0;h1;;YYYYY;0700A;0400P;BROWN;;1987.0;144-3183;0.0;MC 9;42-Exp. Muni-Mtr (Com. Mtr. Z);;;
8178746;7544759969;FJY7354;NY;PAS;05/22/2014;38;4DSD;TOYOT;T;42730;58730;23330;20150330;79.0;79;79;358951;T301;P;0317P;;K;F;1409;Fulton St;;0.0;408.0;h1;;Y;0830A;0700P;GY;;2009.0;;0.0;09 3;38-Failure to Display Muni Rec;;;
6759789;7220629473;T520787C;NY;OMT;04/19/2014;21;4DSD;TOYOT;T;11710;35750;35770;20150131;24.0;24;24;351997;T103;A;0848A;;NY;O;801;Amsterdam Ave;;0.0;408.0;d1;;Y    Y;0830A;0900A;GR;;2007.0;;0.0;J 77;21-No Parking (street clean);;;
7193232;7661805959;83065MC;NY;COM;04/24/2014;14;VAN;FORD;T;17890;10210;10110;20150331;17.0;17;17;349481;T503;D1;0924A;;NY;O;213;E 45th St;;0.0;408.0;c;;YYYYYYY;;;WH;;2012.0;;0.0;17 7;14-No Standing;;;
1429427;7455026973;CZT2938;NY;PAS;09/16/2013;40;2DSD;HONDA;T;27104;0;0;20150306;105.0;105;105;356572;T402;P;0422P;;Q;I;W;234th St;15ft N/of Linden Blv;0.0;408.0;e2;;YYYYYYY;;;GY;;2003.0;;1.0;L -;40-Fire Hydrant;;;
7898324;7961143841;T634889C;NY;OMT;05/13/2014;38;SUBN;TOYOT;T;59990;12840;51790;20140831;112.0;112;112;341166;T803;A;0925P;;Q;F;9525;Queens Blvd;;0.0;408.0;h1;;Y;0800A;1000P;BK;;2013.0;;0.0;E 42;38-Failure to Display Muni Rec;;;
571943;7325543220;32626MB;NY;COM;08/15/2013;38;VAN;WORK;T;13610;35830;35850;20150731;24.0;24;24;355229;T103;G;0959A;;NY;F;2708;Broadway;;0.0;408.0;h1;;Y;0800A;1000P;WH;;2004.0;;0.0;01 -;38-Failure to Display Muni Rec;;;
2907711;7911091043;T639648C;NY;OMT;11/05/2013;31;SUBN;LINCO;T;34630;0;0;20140831;14.0;14;14;357719;T102;G;0802A;;NY;I;S;W 43rd St;100ft E/of Broadway;0.0;408.0;l3;;Y;0700A;0400P;BK;;2014.0;;0.0;MC -;31-No Stand (Com. Mtr. Zone);;;
856808;1360788967;62417JM;NY;COM;08/26/2013;46;DELV;MERCU;P;18710;10410;25390;0;19.0;19;19;932402;0019;0000;1203P;;NY;F;11;E 86 ST;;0.0;408.0;D;;BBBBBBB;ALL;ALL;BRN;0.0;1998.0;-;0.0;;;;;
2398032;7875570750;63322JM;NY;COM;10/18/2013;11;DELV;GMC;T;34550;10510;13610;88888888;14.0;14;14;332133;T106;I;0437P;;NY;O;118;W 39th St;;0.0;408.0;c5;;YYYYYYY;;;BROWN;;1985.0;;0.0;99 -;11-No Stand (exc hotel load);;;
1142750;7097722083;OUTLYER;NY;SRF;09/06/2013;16;SUBN;SUBAR;T;15710;35650;35670;20140316;20.0;20;20;355567;T103;M;0537P;;NY;F;700;Columbus Ave;;0.0;408.0;k2;;YYYYY;1000A;0700P;GY;;2010.0;;0.0;CC1;16A-No Std (Com Veh) Non-COM;;;
7184785;7706208527;FJD3416;NY;PAS;04/01/2014;14;4DSD;LEXUS;T;18090;25390;27790;20150503;18.0;18;18;357735;T503;D1;0501P;;NY;F;57;E 55th St;;0.0;408.0;c;;YYYYYYY;;;BK;;2013.0;;0.0;C 77;14-No Standing;;;
665326;7980722978;CPF7875;NY;PAS;08/19/2013;38;4DSD;NISSA;T;51090;26690;26740;20150720;105.0;105;105;358646;T402;D;0528P;;Q;F;216-22;Jamaica Ave;;0.0;408.0;h1;;Y;0830A;0700P;GY;;2003.0;;0.0;15 -;38-Failure to Display Muni Rec;;;
3013717;1342316289;FZK8505;NY;PAS;11/08/2013;21;SDN;HYUND;S;12890;19190;19540;20150301;112.0;112;0;920311;QW05;0000;0937A;;Q;F;99-54;62 ROAD;;0.0;408.0;D1;;BBBBYBB;0930A;1100;GREY;0.0;2001.0;-;0.0;;;;;
5472235;1367193539;63073JM;NY;COM;02/19/2014;45;DELV;GMC;P;27790;18590;18610;0;19.0;19;19;921774;0019;0000;1007A;;;F;925;PARK AVE;;0.0;408.0;F1;;BBBBBBB;ALL;ALL;BR;0.0;1988.0;-;0.0;;;;;
6988556;4600233712;EVV7682;NY;PAS;04/25/2014;36;4DSD;HONDA;V;0;0;0;0;;0;0;0;;;1245P;;;;;NB KINGS HWY E 92 ST;- E 96 ST;0.0;1180.0;B;T;;;;GY;;2008.0;;0.0;;PHTO SCHOOL ZN SPEED VIOLATION;;;
1944870;7029506420;ESZ2766;NY;PAS;10/03/2013;71;CONV;SAAB;T;35080;14230;73500;20150614;70.0;70;70;345534;T302;Q;0415P;;K;O;1466;E 7th St;;0.0;408.0;j6;;YYYYYYY;;;PR;;1997.0;;0.0;R -;71A-Insp Sticker Expired (NYS);;;
7372332;5073271324;GKY4442;NY;PAS;04/12/2014;7;4DSD;NISSA;V;0;0;0;0;;0;0;0;;;0418A;;;;;WOODHAVEN BLVD. (S/B;) @ YELLOWSTONE BLVD;0.0;1111.0;D;T;;;;GY;;2003.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
960052;7869904831;FMS4572;NY;PAS;08/29/2013;20;SUBN;GMC;T;34230;10910;11010;20150725;10.0;10;10;358130;T102;L;0203P;;NY;F;420;W 23rd St;;0.0;408.0;d;;YYYYY;0800A;0600P;BK;;2001.0;;0.0;99 -;20A-No Parking (Non-COM);;;
3762302;7007316621;DYX6554;NY;PAS;01/08/2014;37;SUBN;HONDA;T;9540;27104;27106;20150226;111.0;111;111;355126;T401;N;0226P;0109P;Q;O;234-21;41st Ave;;20140108.0;408.0;h1;;Y;0900A;0700P;BL;;2007.0;433-3009;0.0;A -;37-Expired Muni Meter;;;
3634826;7762751646;GJN7893;NY;PAS;11/30/2013;74;4DSD;HONDA;T;12440;27258;27262;20150716;105.0;105;105;357055;T402;R;0219P;;Q;F;25417;60th Ave;;0.0;408.0;j2;;;;;LTP;;1994.0;;0.0;I -;74A-Improperly Displayed Plate;;;
6201497;1366426770;FWZ5275;99;PAS;03/15/2014;70;SUBN;LINCO;P;36930;31190;11710;20140207;33.0;33;162;954212;0162;0000;1022P;;NY;F;499;W 158 STREET;;0.0;408.0;D;;BBBBBBB;ALL;ALL;BLACK;0.0;2003.0;-;0.0;;;;;
6114015;7277990389;GHG2859;NY;PAS;03/13/2014;38;4DSD;NISSA;T;24390;14010;23130;20150611;5.0;5;5;346381;T105;E;0114P;;NY;O;138;Lafayette St;;0.0;408.0;h1;;Y;0730A;0700P;BK;;2013.0;;0.0;099;38-Failure to Display Muni Rec;;;
4901635;1354351587;6895BK;NM;PAS;12/12/2013;60;SDN;FORD;P;16290;23590;35780;20140788;106.0;106;106;943515;0106;0.0;0105A;;Q;O;155-11;78TH ST;;0.0;408.0;J6;;BBBBBBB;ALL;ALL;GRAY;0.0;0.0;-;0.0;;;;;
6803284;7468739523;GHL8711;NY;PAS;04/18/2014;20;SUBN;NISSA;T;18790;0;0;20150628;103.0;103;103;358839;T402;G;0953A;;Q;I;N;95th Ave;50ft E/of Sutphin Bl;0.0;408.0;d;;YYYYY;0800A;0600P;BK;;2011.0;;0.0;03 4;20A-No Parking (Non-COM);;;
2264757;7186709400;FAS9993;OH;PAS;10/14/2013;37;SUBN;HONDA;T;16310;20640;20090;88880088;5.0;5;5;358901;T101;E;1257P;1149A;NY;F;46;Delancey St;;20131014.0;408.0;h1;;Y;0900A;0700P;BLACK;;0.0;102-4079;0.0;03 -;37-Expired Muni Meter;;;
3561568;7858279490;70478JV;NY;COM;11/27/2013;42;PICK;FORD;T;34430;10410;13610;20140930;14.0;14;14;357677;T102;L;0127P;;NY;F;28;W 33rd St;;0.0;408.0;h1;;YYYYY;0700A;0700P;WHITE;;2006.0;144-6187;0.0;14 -;42-Exp. Muni-Mtr (Com. Mtr. Z);;;
5138961;1359018074;GHF3979;NY;PAS;02/04/2014;31;SDN;TOYOT;X;10810;34490;34510;20150701;14.0;14;161;954703;0161;0000;1237A;1237P;NY;F;523;8TH AVE;;0.0;408.0;C;;YYYYYYB;0700A;0700P;GREY;0.0;2013.0;144-6376;0.0;;;;;
6585635;7045747706;25926BB;NY;OMR;03/28/2014;77;BUS;PREV;T;10710;12610;21990;20150228;6.0;6;6;358591;T101;F;0406P;;NY;F;88;7th Ave S;;0.0;408.0;m5;;;;;BK;;1999.0;;0.0;59 1;77-Parked Bus (exc desig area);;;
444368;7088356867;EUJ2469;NY;PAS;08/10/2013;21;4DSD;VOLKS;T;67030;14730;14780;20131102;61.0;61;61;357091;T302;N;0844A;;K;F;3668;Nostrand Ave;;0.0;408.0;d1;;Y;0830A;0900A;WH;;2013.0;;0.0;19 -;21-No Parking (street clean);;;
6564766;7959403417;DLU8100;NY;PAS;03/27/2014;70;4DSD;TOYOT;T;38150;36520;54060;20131013;121.0;121;121;348538;T303;M;0840A;;R;F;17;Maple Pky;;0.0;408.0;j3;;YYYYYYY;;;BK;;2005.0;;0.0;C-AM;70A-Reg. Sticker Expired (NYS);;;
4789678;7510749402;DBK7117;NY;PAS;12/18/2013;21;4DSD;NISSA;T;42330;95130;58200;20141229;84.0;84;84;354019;T301;M;0845A;;K;F;57;Front St;;0.0;408.0;d1;;Y;0830A;1000A;RD;;2005.0;;0.0;A -;21-No Parking (street clean);;;
7794607;7763149395;GEX7016;NY;PAS;05/09/2014;21;SUBN;FORD;T;51090;22640;22840;20150505;103.0;103;103;358123;T803;B;0017A;;Q;F;139-01;Jamaica Ave;;0.0;408.0;d1;;Y Y Y;1200A;0300A;GY;;2004.0;;0.0;B 42;21-No Parking (street clean);;;
3697132;7566718540;GFT8342;NY;PAS;01/06/2014;19;4DSD;HYUND;T;78050;52220;61220;20150528;49.0;49;49;358935;T202;E;0150P;;BX;F;1807;Williamsbridge Rd;;0.0;408.0;c3;;YYYYYYY;;;GY;;2013.0;;0.0;08A;19-No Stand (bus stop);;;
4223082;5072536543;GHS2534;NY;PAS;01/26/2014;7;2DSD;BMW;V;0;0;0;0;;0;0;0;;;0600A;;;;;N. CONDUIT AVE.(W/B);@LEFFERTS BLVD.-QU-4;0.0;1111.0;D;T;;;;BK;;2005.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
1148158;7719887694;4E81C;NY;OMT;09/06/2013;38;TAXI;TOYOT;T;18550;24890;10210;20130930;19.0;19;19;356968;T103;R;0632P;;NY;F;157;E 78th St;;0.0;408.0;h1;;Y;0900A;0700P;YW;;2013.0;;0.0;15 -;38-Failure to Display Muni Rec;;;
4267279;7987797911;ZCS0926;PA;PAS;01/28/2014;40;PICK;FORD;T;13610;35330;35350;20140088;20.0;20;20;357090;T103;K;1218P;;NY;O;2211;Broadway;;0.0;408.0;e2;;YYYYYYY;;;WHITE;;0.0;;5.0;42 -;40-Fire Hydrant;;;
230140;7808115708;FBY6738;NY;PAS;08/02/2013;71;4DSD;HONDA;T;48830;89530;15180;20140502;76.0;76;76;354029;T302;H;0629P;;K;F;394;Henry St;;0.0;408.0;j6;;YYYYYYY;;;BK;;1995.0;;0.0;C1 -;71A-Insp Sticker Expired (NYS);;;
1075055;7094330753;GBM1799;NY;PAS;09/04/2013;71;SUBN;HONDA;T;27030;69230;63030;20140831;88.0;88;88;351335;T301;E;0843A;;K;O;129;Clermont Ave;;0.0;408.0;j6;;YYYYYYY;;;BK;;2012.0;;0.0;06 -;71A-Insp Sticker Expired (NYS);;;
6146635;7110256960;49938JG;NY;COM;03/14/2014;14;VAN;GMC;T;12520;13610;15350;88888888;1.0;1;1;349538;T105;H;1125A;;NY;F;10;Barclay St;;0.0;408.0;c;;YYYYYYY;;;BROWN;;1989.0;;0.0;067;14-No Standing;;;
5097011;4002254902;G66BAH;NJ;PAS;12/19/2013;5;4 DR;TOYOT;V;6110;40404;40404;0;;0;0;0;;;0219P;;;;;NB 1ST AVE @ 86TH ST;;0.0;1111.0;C;T;;;;GY;;2010.0;;0.0;;BUS LANE VIOLATION;;;
4936845;5071991858;PSCH53;NY;SRF;12/09/2013;7;;FORD;V;0;0;0;0;;0;0;0;;;0219P;;;;;ASTORIA BLVD.(W/B)@S;TEINWAY ST.-U1-3;0.0;1111.0;D;T;;;;WH;;0.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
5736781;1364975385;DVA5166;NY;PAS;02/28/2014;98;SDN;VOLVO;P;39490;51895;52490;20150102;109.0;109;109;951912;0109;0000;1257P;;Q;O;47-67;COLDEN ST;;0.0;408.0;F2;;BBBBBBB;0  :;0  :;RED;0.0;0.0;-;0.0;;;;;
8872985;4600828781;CXE4191;NY;PAS;06/17/2014;36;SUBN;FORD;V;0;0;0;0;;0;0;0;;;0113P;;;;;EB HORACE HRDNG EXPY;. PECK AV - FRANCS L;0.0;1180.0;B;T;;;;BK;;2014.0;;0.0;;PHTO SCHOOL ZN SPEED VIOLATION;;;
2381269;7003308850;3123575;NH;PAS;10/18/2013;14;4DSD;NISSA;T;13790;0;0;20140588;112.0;112;112;340066;T401;M;0824A;;Q;I;E;66th Ave;10ft N/of 103rd St;0.0;408.0;c;;YYYYYYY;;;SILVE;;0.0;;0.0;A -;14-No Standing;;;
4328926;7683500161;W47DHT;NJ;PAS;01/30/2014;20;SUBN;VOLKS;T;60530;58330;44930;88888888;90.0;90;90;357336;T301;O;0408P;;K;F;722;Metropolitan Ave;;0.0;408.0;d;;YYYYY;0400P;0700P;GREY;;0.0;;0.0;D -;20A-No Parking (Non-COM);;;
8273252;7117151870;FLW3411;NY;PAS;05/27/2014;14;SUBN;NISSA;T;67030;74230;40430;20151022;71.0;71;71;331331;T302;Q;0440P;;K;F;1163;Nostrand Ave;;0.0;408.0;c;;YYYYY;0400A;0700P;GY;;1999.0;;0.0;CC1;14-No Standing;;;
6792050;7473449643;GKX4741;NY;PAS;04/14/2014;21;SUBN;DODGE;T;67590;29035;25150;20160108;107.0;107;107;331302;T402;J;1036A;;Q;O;18230;Wexford Ter;;0.0;408.0;d1;;Y;1030A;1200A;GR;;0.0;;0.0;04 4;21-No Parking (street clean);;;
4078339;7711495481;GFW2692;NY;PAS;01/18/2014;14;2DSD;VOLKS;T;25090;31490;19890;20150626;7.0;7;7;355493;T800;A2;0014A;;NY;O;172;Ludlow St;;0.0;408.0;c;;Y    YY;1100P;0600A;GY;;2003.0;;0.0;A -;14-No Standing;;;
1500841;7354984188;EGT3191;NY;PAS;09/18/2013;60;4DSD;PONTI;T;76330;0;0;20140417;60.0;60;60;357116;T302;J;0256P;;K;I;S;Sheepshead Bay Rd;20ft E/of W 6th St;0.0;408.0;m2;;;;;GY;;2008.0;;0.0;W -;60-Angle Parking;;;
6228552;7330317937;81807JN;NY;COM;03/17/2014;84;DELV;MITSU;T;34110;10510;10610;20141231;13.0;13;13;357783;T102;I;0110P;;NY;F;145;W 17th St;;0.0;408.0;k7;;;;;WH;;2010.0;;0.0;G 17;84-Platform lifts in low posit;;;
2599868;7091877573;FSC5833;NY;PAS;10/25/2013;37;SUBN;TOYOT;T;51790;9440;9540;20150920;110.0;110;110;355102;T401;A;1124A;1111A;Q;F;40-36;Junction Blvd;;0.0;408.0;h1;;Y;0900A;0700P;BK;;2012.0;419-3034;0.0;18 -;37-Expired Muni Meter;;;
922899;7732625778;EXH1384;NY;PAS;08/28/2013;21;SUBN;TOYOT;T;11930;51530;23930;20140330;90.0;90;90;355121;T301;L;0854A;;K;O;304;Ainslie St;;0.0;408.0;d1;;Y;0830A;1000A;BL;;2005.0;;0.0;O -;21-No Parking (street clean);;;
1524147;7701919144;GAR2793;NY;PAS;09/19/2013;38;4DSD;INFIN;T;26230;36930;36980;20140708;67.0;67;67;357758;T302;N;1239P;;K;F;4811;Church Ave;;0.0;408.0;h1;;Y;0800A;0700P;RD;;2002.0;;0.0;29 -;38-Failure to Display Muni Rec;;;
16286;1351424713;41415JM;NY;COM;07/16/2013;46;VAN;FORD;P;25090;22890;21690;0;7.0;7;7;927636;0007;0000;1154A;;NY;F;47;LUDLOW ST;;0.0;408.0;C;;BBBBBBB;ALL;ALL;WHITE;0.0;1987.0;-;0.0;;;;;
6329463;7097885853;DEF7247;NY;PAS;03/20/2014;21;SUBN;ROVER;T;15710;35830;35850;20150508;24.0;24;24;349570;T103;B;0636A;;NY;F;885;Columbus Ave;;0.0;408.0;d1;;Y;0630A;0700A;BL;;2003.0;;0.0;L 77;21-No Parking (street clean);;;
3207416;7098044283;60338JM;NY;COM;11/15/2013;50;UTIL;FORD;T;0;0;0;88888888;109.0;109;109;357365;T401;A;1255P;;Q;I;S;38th Ave;0ft E/of 147th St;0.0;408.0;e5;;;;;WHITE;;1996.0;;0.0;50-A;50-Crosswalk;;;
3959082;7013277617;66163PA;NY;COM;01/15/2014;70;DELV;INTER;T;25390;18810;18820;88888888;19.0;19;19;355325;T103;CC;0929A;;NY;F;1287;Madison Ave;;0.0;408.0;j3;;;;;WHITE;;0.0;;0.0;23 -;70-Reg. Sticker Missing (NYS);;;
647515;7712644044;GAR2818;NY;PAS;08/19/2013;71;PICK;DODGE;T;18470;10410;25390;20140712;19.0;19;19;358596;T103;I;1142A;;NY;O;20;E 74th St;;0.0;408.0;j6;;YYYYYYY;;;GR;;0.0;;0.0;A -;71A-Insp Sticker Expired (NYS);;;
7881786;7917998861;83076MA;NY;COM;05/12/2014;69;SUBN;TOYOT;T;18190;10410;25390;20150531;18.0;18;18;350310;T106;B;0721A;;NY;F;14;E 60th St;;0.0;408.0;h1;;Y;0700A;0700P;RED;;2011.0;;0.0;99 6;69-Failure to Disp Muni Recpt;;;
6397543;7977391776;T47BLV;NJ;PAS;03/22/2014;37;SUBN;NISSA;T;54580;36220;38990;88888888;109.0;109;109;357072;T401;C;1239P;1133A;Q;F;42-85;Main St;;0.0;408.0;h1;;Y;0900A;1000P;SILVE;;0.0;415-2033;0.0;02 4;37-Expired Muni Meter;;;
7855548;7201937467;T608604C;NY;OMT;05/12/2014;21;4DSD;LINCO;T;8580;6380;6480;20150228;66.0;66;66;358846;T302;R;0940A;;K;F;1313;40th St;;0.0;408.0;d1;;Y;0830A;1000A;WH;;2005.0;;0.0;01 3;21-No Parking (street clean);;;
2672343;7231089586;FSN4478;NY;PAS;10/28/2013;38;4DSD;VOLKS;T;5580;5930;6030;20131212;78.0;78;78;357803;T302;B;1227P;;K;F;429;5th Ave;;0.0;408.0;h1;;Y;0800A;0700P;BK;;2005.0;;0.0;56 -;38-Failure to Display Muni Rec;;;
5481848;7366444777;T45CFS;NJ;PAS;02/20/2014;14;PICK;NISSA;T;44990;0;0;88888888;20.0;20;20;333010;T108;J;0445P;;NY;I;E;West End Ave;60ft S/of W 70th St;0.0;408.0;c;;YYYYY;0400P;0700P;BLACK;;0.0;;0.0;01 8;14-No Standing;;;
2972032;7788690235;V13052;NY;SRF;11/07/2013;14;4DSD;HYUND;T;28990;14890;15040;20150704;112.0;112;112;357347;T401;I;1024A;;Q;F;71-24;Austin St;;0.0;408.0;c;;YYYYYYY;;;BL;;2012.0;;0.0;55-A;14-No Standing;;;
5630857;7127197222;15711PC;NY;IRP;02/25/2014;14;BUS;ME/BE;T;9440;59590;54580;20150131;109.0;109;109;357072;T401;C;0322P;;Q;O;135-05;40th Rd;;0.0;408.0;c;;YYYYYYY;;;SILVE;;0.0;;0.0;42 4;14-No Standing;;;
5188038;7502965385;GKE7468;NY;PAS;02/06/2014;38;4DSD;HONDA;T;56030;86330;89730;88888888;77.0;77;77;357341;T301;E;0144P;;K;O;400;Lincoln Pl;;0.0;408.0;h1;;Y;0830A;0700P;SILVE;;0.0;;0.0;19 -;38-Failure to Display Muni Rec;;;
8292435;1371161082;FRS3637;NY;PAS;05/27/2014;21;SDN;SUBAR;P;68020;26730;26760;20150915;;0;163;897275;0163;0000;1151A;;BX;F;3673;THIRD AVE;;0.0;408.0;D1;;BYBBYBB;1130A;0100P;GY;0.0;2010.0;-;0.0;;;;;
1293298;7303132697;FHF5702;NY;PAS;09/11/2013;38;SUBN;FORD;T;11710;26590;36230;20150228;24.0;24;24;355313;T103;D;1154A;;NY;F;1268;Amsterdam Ave;;0.0;408.0;h1;;Y;0900A;0700P;WH;;2001.0;;0.0;47 -;38-Failure to Display Muni Rec;;;
5743951;7331505816;FDV3579;NY;PAS;02/28/2014;24;4DSD;ACURA;T;58420;16420;11625;20141101;45.0;45;45;355598;T202;O;0749A;;BX;O;1866;Pilgrim Ave;;0.0;408.0;d5;;YYYYYYY;0700A;0400P;BK;;1999.0;;0.0;D 22;24-No Parking (exc auth veh);;;
8817975;7999186454;EWC2584;NY;PAS;06/14/2014;71;4DSD;ME/BE;T;36290;10410;24690;20151130;25.0;25;25;356300;T103;G;1205P;;NY;F;36;W 126th St;;0.0;408.0;j6;;YYYYYYY;;;WH;;2010.0;;0.0;01 7;71A-Insp Sticker Expired (NYS);;;
1802500;7320771330;GCR3999;NY;PAS;09/29/2013;14;4DSD;HONDA;T;13310;25190;10510;20150108;6.0;6;6;356308;T800;A2;0129A;;NY;O;203;Bleecker St;;0.0;408.0;c;;YYYYYYY;0600P;0600A;BK;;2010.0;;0.0;A -;14-No Standing;;;
